Unnamed: 0,item_title,item_picture,item_link,item_brand,item_color,item_price,item_description,item_size,item_initial_views,item_current_views,item_location,item_date_added,item_initial_followers,item_current_followers,query,session_token,date_scrapped,status,raindrop_id,raindrop_last_update,raindrop_collection,raindrop_sort,raindrop_collection_id,item_date_sold,days_elapsed,item_initial_followers2,item_current_followers2,item_price2,gained_views,gained_likes,trend_coefficient,view_score,like_score,item_rating,item_rating_normalized,item_price_normalized,item_final_rating,popularity_score,brand_price,brand_low_price_index
61,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/ensembles-costume/2290543958-abito-uomo-completo-di-gilet,,,,,,,,,,,,,,,,576537395,2023-05-23T13:54:17.446Z,,,32960014,,,,,,,,,,,,,,,,,
62,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/giacche-e-blazer/2964976471-giacca-caruso-sartoriale,,,,,,,,,,,,,,,,576537393,2023-05-23T13:54:16.143Z,,,32960014,,,,,,,,,,,,,,,,,
63,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/2817202482-original-vesteblazer-caruso-t54-en-velours-et-motif-prince-de-galles,,,,,,,,,,,,,,,,576537388,2023-05-23T13:54:14.783Z,,,32960014,,,,,,,,,,,,,,,,,
64,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/giacche-e-blazer/3021361771-giacca-boggi-milano-size-52-super-120s,,,,,,,,,,,,,,,,576537386,2023-05-23T13:54:13.530Z,,,32960014,,,,,,,,,,,,,,,,,
65,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/ensembles-costume/3039159581-boggi-milano-navy-prince-of-wales-wool-suit-made-in-italy,,,,,,,,,,,,,,,,576537385,2023-05-23T13:54:12.187Z,,,32960014,,,,,,,,,,,,,,,,,
66,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/3021393993-giacca-boggi-easy-formal,,,,,,,,,,,,,,,,576537383,2023-05-23T13:54:10.847Z,,,32960014,,,,,,,,,,,,,,,,,
67,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/3036759498-magnifique-harris-tweed,,,,,,,,,,,,,,,,576363607,2023-05-23T13:54:08.021Z,,,32960014,,,,,,,,,,,,,,,,,
68,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/giacche-e-blazer/3000712267-caruso-zegna-beige-jacket-40uk50eu,,,,,,,,,,,,,,,,576363605,2023-05-23T13:54:06.646Z,,,32960014,,,,,,,,,,,,,,,,,
69,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/3033439629-caruso-blazer-veste-costume-entoile-50-laine-soie-lin-summertime,,,,,,,,,,,,,,,,576363602,2023-05-23T13:54:05.339Z,,,32960014,,,,,,,,,,,,,,,,,
70,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/ensembles-costume/850588829-costume-charles-tyrwhitt-36-bleu-marine-prince-de-galles,,,,,,,,,,,,,,,,576363601,2023-05-23T13:54:04.089Z,,,32960014,,,,,,,,,,,,,,,,,
71,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/ensembles-costume/2542070017-costume-t44-homme-vitale-barberies-marine-rayures-fines-grises,,,,,,,,,,,,,,,,576363598,2023-05-23T13:54:01.078Z,,,32960014,,,,,,,,,,,,,,,,,
72,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/giacche-e-blazer/2851830472-giacca-vintage,,,,,,,,,,,,,,,,576363596,2023-05-23T13:53:59.758Z,,,32960014,,,,,,,,,,,,,,,,,
73,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/3029200633-magnifique-veste-grise-a-carreaux,,,,,,,,,,,,,,,,576363594,2023-05-23T13:53:58.516Z,,,32960014,,,,,,,,,,,,,,,,,
74,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/panciotti/3031854660-gilet-vintage,,,,,,,,,,,,,,,,576363591,2023-05-23T13:53:57.155Z,,,32960014,,,,,,,,,,,,,,,,,
75,,,https://www.vinted.fr/heren/kleding/pakken-en-blazers/pantalons/2993446030-grey-vintage-pantalon,,,,,,,,,,,,,,,,576363589,2023-05-23T13:53:55.768Z,,,32960014,,,,,,,,,,,,,,,,,
76,,,https://www.vinted.fr/heren/accessoires/halsdoeken-en-sjaals/grote-sjaals-en-omslagdoeken/2611822193-moharris-echarpe-tartan-vintage-en-laine-vierge-et-mohair,,,,,,,,,,,,,,,,576363587,2023-05-23T13:53:54.431Z,,,32960014,,,,,,,,,,,,,,,,,
77,,,https://www.vinted.fr/hommes/chaussures/bottes-and-boots/bottines/2373151943-septieme-largeur-bottines-tartan-balmoral-en-cuir-de-veau-marron-patine-75-uk415-fr,,,,,,,,,,,,,,,,576363583,2023-05-23T13:53:53.040Z,,,32960014,,,,,,,,,,,,,,,,,
78,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/ensembles-costume/3003618744-completo-armani-grigio-chiaro-bi,,,,,,,,,,,,,,,,576363582,2023-05-23T13:53:51.709Z,,,32960014,,,,,,,,,,,,,,,,,
79,,,https://www.vinted.fr/men/clothes/suits-and-blazers/suit-trousers/2436471347-pantalon-de-costume-gris,,,,,,,,,,,,,,,,576363578,2023-05-23T13:53:50.425Z,,,32960014,,,,,,,,,,,,,,,,,
80,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/2180152853-blazer-boggi-milano,,,,,,,,,,,,,,,,576363577,2023-05-23T13:53:49.180Z,,,32960014,,,,,,,,,,,,,,,,,
81,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/2479376039-veste-boggi-milano,,,,,,,,,,,,,,,,576363576,2023-05-23T13:53:47.865Z,,,32960014,,,,,,,,,,,,,,,,,
82,,,https://www.vinted.fr/heren/kleding/pakken-en-blazers/pakken-en-kostuums/2550328974-costume-charles-tyrwhitt,,,,,,,,,,,,,,,,576363574,2023-05-23T13:53:46.350Z,,,32960014,,,,,,,,,,,,,,,,,
83,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/2772047938-maatwerk-colbert-loro-piana-stof,,,,,,,,,,,,,,,,576363572,2023-05-23T13:53:44.716Z,,,32960014,,,,,,,,,,,,,,,,,
84,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/giacche-e-blazer/3040607613-veste-3-roll-two-loro-piana,,,,,,,,,,,,,,,,576363570,2023-05-23T13:53:43.382Z,,,32960014,,,,,,,,,,,,,,,,,
85,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/costumes-de-mariage/1074366965-zwart-gala-kostuum-maat-46,,,,,,,,,,,,,,,,576363567,2023-05-23T13:53:42.079Z,,,32960014,,,,,,,,,,,,,,,,,
86,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/1298852121-blazer-suitsupply-marine-fonce,,,,,,,,,,,,,,,,576363566,2023-05-23T13:53:40.725Z,,,32960014,,,,,,,,,,,,,,,,,
87,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/2883622456-veste-de-luxe-en-bambou-suitsupply,,,,,,,,,,,,,,,,576363565,2023-05-23T13:53:39.349Z,,,32960014,,,,,,,,,,,,,,,,,
88,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/2534497904-blazer-suitsupply,,,,,,,,,,,,,,,,576363562,2023-05-23T13:53:37.965Z,,,32960014,,,,,,,,,,,,,,,,,
89,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/ensembles-costume/3035341015-splendide-costume-3-pieces-pinstripe,,,,,,,,,,,,,,,,576363556,2023-05-23T13:53:36.455Z,,,32960014,,,,,,,,,,,,,,,,,
90,,,https://www.vinted.fr/heren/kleding/pakken-en-blazers/pakken-en-kostuums/2824272505-costume-bespoke-t46,,,,,,,,,,,,,,,,576363554,2023-05-23T13:53:35.143Z,,,32960014,,,,,,,,,,,,,,,,,
91,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/panciotti/2574877689-cardigan-gilet-merino-wool,,,,,,,,,,,,,,,,576363552,2023-05-23T13:53:33.809Z,,,32960014,,,,,,,,,,,,,,,,,
92,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/3013671866-blazer-suitsupply-grismarronvert-neuve-t42,,,,,,,,,,,,,,,,576363551,2023-05-23T13:53:32.387Z,,,32960014,,,,,,,,,,,,,,,,,
93,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/giacche-e-blazer/2819070988-veste-blazer-suitsupply,,,,,,,,,,,,,,,,576363549,2023-05-23T13:53:31.145Z,,,32960014,,,,,,,,,,,,,,,,,
94,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/giacche-e-blazer/2238942598-suitsupply-havana-blazer,,,,,,,,,,,,,,,,576363548,2023-05-23T13:53:29.761Z,,,32960014,,,,,,,,,,,,,,,,,
95,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/2944208470-blue-blazer-jacket,,,,,,,,,,,,,,,,576363546,2023-05-23T13:53:28.450Z,,,32960014,,,,,,,,,,,,,,,,,
96,,,https://www.vinted.fr/uomo/vestiti/completi-e-blazer/giacche-e-blazer/2803780114-veste-suitsupply-t44,,,,,,,,,,,,,,,,576363544,2023-05-23T13:53:27.000Z,,,32960014,,,,,,,,,,,,,,,,,
97,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/ensembles-costume/2780309234-ensemble-de-costume-suitsupply-taille-xs-44-it-100-laine,,,,,,,,,,,,,,,,576363543,2023-05-23T13:53:25.626Z,,,32960014,,,,,,,,,,,,,,,,,
98,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/blazers/2674803537-veste-grise-suitsupply,,,,,,,,,,,,,,,,576363540,2023-05-23T13:53:24.318Z,,,32960014,,,,,,,,,,,,,,,,,
99,,,https://www.vinted.fr/heren/kleding/pakken-en-blazers/blazers/2987273272-veste-suitsupply-bleue,,,,,,,,,,,,,,,,576363537,2023-05-23T13:53:22.998Z,,,32960014,,,,,,,,,,,,,,,,,
100,,,https://www.vinted.fr/heren/kleding/pakken-en-blazers/pantalons/2791945914-suitsupply-navy-ames-pleated-trouser,,,,,,,,,,,,,,,,576363536,2023-05-23T13:53:21.682Z,,,32960014,,,,,,,,,,,,,,,,,
101,,,https://www.vinted.fr/hombre/ropa/trajes-y-blazers/pantalones-de-traje/1401760330-pantalon-de-vestir-de-hackett,,,,,,,,,,,,,,,,576363534,2023-05-23T13:53:20.358Z,,,32960014,,,,,,,,,,,,,,,,,
102,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/ensembles-costume/2944766824-costume-suitsupply-gris-anthracite-rayure-taille-44,,,,,,,,,,,,,,,,576363532,2023-05-23T13:53:18.889Z,,,32960014,,,,,,,,,,,,,,,,,
103,,,https://www.vinted.fr/hommes/vetements/costumes-and-blazers/pantalons-de-costume/2488704213-pantalon-tailleurs,,,,,,,,,,,,,,,,576363531,2023-05-23T13:53:17.479Z,,,32960014,,,,,,,,,,,,,,,,,
104,,,https://www.vinted.fr/homem/roupa/fatos-e-blazers/casacos-de-fato-e-blazers/2530636984-americana-hackett-london,,,,,,,,,,,,,,,,576363530,2023-05-23T13:53:16.246Z,,,32960014,,,,,,,,,,,,,,,,,
105,,,https://www.vinted.fr/hombre/ropa/trajes-y-blazers/pantalones-de-traje/917087512-pantalon-hackett,,,,,,,,,,,,,,,,576363529,2023-05-23T13:53:14.950Z,,,32960014,,,,,,,,,,,,,,,,,
106,,,https://www.vinted.fr/men/clothes/suits-and-blazers/waistcoats/2993488238-panciotto-di-lino-blu-e-marron,,,,,,,,,,,,,,,,576363528,2023-05-23T13:53:13.650Z,,,32960014,,,,,,,,,,,,,,,,,
